type,fileName,start,end,status,method,host,path,query,response,json,fileId,jobId,jobStatus
GET_URL,IMG_0038.JPG,2022-03-17T12:52:06.701+02:00,2022-03-17T12:52:07.040+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0038.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d63700008d8cb45534"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f819b1e4-3b3d-4952-b75f-3b0dd5053e56"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d63700008d8cb45534?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f819b1e4-3b3d-4952-b75f-3b0dd5053e56&x-amz-meta-file-name=IMG_0038.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bc8f70eb4cf494781cb987ddfe94fcf48a40c1ee5898c8f9438269f3e2586529"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d63700008d8cb45534,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f819b1e4-3b3d-4952-b75f-3b0dd5053e56,
UPLOAD,,2022-03-17T12:52:07.052+02:00,2022-03-17T12:52:07.321+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d63700008d8cb45534,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f819b1e4-3b3d-4952-b75f-3b0dd5053e56&x-amz-meta-file-name=IMG_0038.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bc8f70eb4cf494781cb987ddfe94fcf48a40c1ee5898c8f9438269f3e2586529,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d63700008d8cb45534,,
UPLOAD,,2022-03-17T12:52:07.056+02:00,2022-03-17T12:52:07.319+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d6370000e1034c0558,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ea1d8c69-901b-49d0-9119-cc39bc7f2ac3&x-amz-meta-file-name=IMG_0037.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=fa66c027ee58933f175486fea0671b839da0289fb00eb5c058509a8c1047fbc4,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d6370000e1034c0558,,
UPLOAD,,2022-03-17T12:52:07.061+02:00,2022-03-17T12:52:08.259+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d63700008d8cb45533,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_8bea5036-44cb-4fee-9277-02d4055b4920&x-amz-meta-file-name=IMG_0036.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a5956dd96b29296b893418cc3a53214b55ae1cdedf11ec9c1980f37e9b65c2dd,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d63700008d8cb45533,,
JOB_TRACKING,,2022-03-17T12:52:07.322+02:00,2022-03-17T12:52:07.528+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_803e99cd-3300-4399-be44-a243a7c74b41,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_803e99cd-3300-4399-be44-a243a7c74b41"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0027.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0027.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ca370000e1034c0552""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ca370000e1034c0552,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_803e99cd-3300-4399-be44-a243a7c74b41,JobDone
JOB_TRACKING,,2022-03-17T12:52:07.324+02:00,2022-03-17T12:52:07.528+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95db046c-49a1-4a4f-875a-02409d43c665,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95db046c-49a1-4a4f-875a-02409d43c665"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0030.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0030.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312cd3700008d8cb4552f""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312cd3700008d8cb4552f,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95db046c-49a1-4a4f-875a-02409d43c665,JobInProgress
GET_URL,IMG_0039.JPG,2022-03-17T12:52:07.327+02:00,2022-03-17T12:52:07.671+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0039.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c055a"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_cfba99b6-33a7-4008-b5d4-6df75aa09ef6"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d7370000e1034c055a?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_cfba99b6-33a7-4008-b5d4-6df75aa09ef6&x-amz-meta-file-name=IMG_0039.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7e855933246e7df8447ea8e915b2955362dbafffd00d1601ec91d2952b4d34b7"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c055a,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_cfba99b6-33a7-4008-b5d4-6df75aa09ef6,
GET_URL,IMG_0040.JPG,2022-03-17T12:52:07.330+02:00,2022-03-17T12:52:07.669+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0040.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c0559"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ad9ef6df-e3d4-4a22-b535-459ab72cb52c"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d7370000e1034c0559?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ad9ef6df-e3d4-4a22-b535-459ab72cb52c&x-amz-meta-file-name=IMG_0040.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=ed0104beb1d5543dd5e4629544bfe39fc09c86fb20a523b90e7347053a88f3a4"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c0559,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ad9ef6df-e3d4-4a22-b535-459ab72cb52c,
UPLOAD,,2022-03-17T12:52:07.703+02:00,2022-03-17T12:52:07.933+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d7370000e1034c0559,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ad9ef6df-e3d4-4a22-b535-459ab72cb52c&x-amz-meta-file-name=IMG_0040.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=ed0104beb1d5543dd5e4629544bfe39fc09c86fb20a523b90e7347053a88f3a4,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c0559,,
UPLOAD,,2022-03-17T12:52:07.706+02:00,2022-03-17T12:52:07.904+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d7370000e1034c055a,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_cfba99b6-33a7-4008-b5d4-6df75aa09ef6&x-amz-meta-file-name=IMG_0039.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105207Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7e855933246e7df8447ea8e915b2955362dbafffd00d1601ec91d2952b4d34b7,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d7370000e1034c055a,,
GET_URL,IMG_0041.JPG,2022-03-17T12:52:07.909+02:00,2022-03-17T12:52:08.252+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0041.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d83700008d8cb45535"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ac2ea001-fe30-4e36-8bd6-ae833aa76f0c"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d83700008d8cb45535?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ac2ea001-fe30-4e36-8bd6-ae833aa76f0c&x-amz-meta-file-name=IMG_0041.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105208Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a2339ed28fb05437895604a5f07e7a646afd9d736e323b81dfac818fef80179e"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d83700008d8cb45535,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ac2ea001-fe30-4e36-8bd6-ae833aa76f0c,
UPLOAD,,2022-03-17T12:52:08.263+02:00,2022-03-17T12:52:08.494+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312d83700008d8cb45535,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ac2ea001-fe30-4e36-8bd6-ae833aa76f0c&x-amz-meta-file-name=IMG_0041.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105208Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a2339ed28fb05437895604a5f07e7a646afd9d736e323b81dfac818fef80179e,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d83700008d8cb45535,,
JOB_TRACKING,,2022-03-17T12:52:08.803+02:00,2022-03-17T12:52:09.008+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1311f500-76bd-462a-908e-7124eeeb57aa,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1311f500-76bd-462a-908e-7124eeeb57aa"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0028.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0028.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312cd370000e1034c0555""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312cd370000e1034c0555,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1311f500-76bd-462a-908e-7124eeeb57aa,JobDone
JOB_TRACKING,,2022-03-17T12:52:09.596+02:00,2022-03-17T12:52:09.800+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a3c3e3f-c0be-4931-a9ef-5e3b436149a8,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a3c3e3f-c0be-4931-a9ef-5e3b436149a8"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0032.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0032.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ce3700008d8cb45531""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ce3700008d8cb45531,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a3c3e3f-c0be-4931-a9ef-5e3b436149a8,JobDone
JOB_TRACKING,,2022-03-17T12:52:09.707+02:00,2022-03-17T12:52:09.912+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e3c29714-d2b7-4a83-bbe0-f4402ba64856,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e3c29714-d2b7-4a83-bbe0-f4402ba64856"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0033.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0033.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d3370000e1034c0556""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d3370000e1034c0556,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e3c29714-d2b7-4a83-bbe0-f4402ba64856,JobDone
JOB_TRACKING,,2022-03-17T12:52:09.708+02:00,2022-03-17T12:52:09.918+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f3538e70-26e9-4feb-ba2f-e21c2ad03d70,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f3538e70-26e9-4feb-ba2f-e21c2ad03d70"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0034.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0034.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d33700008d8cb45532""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d33700008d8cb45532,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f3538e70-26e9-4feb-ba2f-e21c2ad03d70,JobDone
JOB_TRACKING,,2022-03-17T12:52:09.915+02:00,2022-03-17T12:52:10.123+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_6645de02-f58c-4189-8f1f-953f3031b0dd,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_6645de02-f58c-4189-8f1f-953f3031b0dd"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0035.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0035.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d4370000e1034c0557""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312d4370000e1034c0557,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_6645de02-f58c-4189-8f1f-953f3031b0dd,JobInProgress
GET_URL,IMG_0042.JPG,2022-03-17T12:52:09.917+02:00,2022-03-17T12:52:10.259+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0042.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da370000e1034c055b"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e04b7900-1c1d-480f-b22c-0ad69519ecb6"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312da370000e1034c055b?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e04b7900-1c1d-480f-b22c-0ad69519ecb6&x-amz-meta-file-name=IMG_0042.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105210Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4a4c07e064501e4dd8663b1ab1fef54bb267fcf9feed125e71f9af9f66f6f84c"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da370000e1034c055b,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_e04b7900-1c1d-480f-b22c-0ad69519ecb6,
GET_URL,IMG_0043.JPG,2022-03-17T12:52:09.921+02:00,2022-03-17T12:52:10.268+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0043.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da3700008d8cb45536"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2a070feb-eb42-4946-88c8-12779c63f9e3"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312da3700008d8cb45536?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2a070feb-eb42-4946-88c8-12779c63f9e3&x-amz-meta-file-name=IMG_0043.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105210Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=afe27109aba9c832cade46cd2f43b65e4e88e240472d7e948434c478110ab2f5"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da3700008d8cb45536,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2a070feb-eb42-4946-88c8-12779c63f9e3,
GET_URL,IMG_0044.JPG,2022-03-17T12:52:09.923+02:00,2022-03-17T12:52:10.269+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0044.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da370000e1034c055c"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_395dd4bc-9829-4eba-ae23-f94b0d218c75"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312da370000e1034c055c?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_395dd4bc-9829-4eba-ae23-f94b0d218c75&x-amz-meta-file-name=IMG_0044.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105210Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=104dcbceb24906eecf354d5f6bb6cf8df46231a77017a9403b0041dd73539f4a"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312da370000e1034c055c,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_395dd4bc-9829-4eba-ae23-f94b0d218c75,
